id,carat,cut,color,clarity,depth,table,x,y,z,price
20766,0.9,Premium,I,VVS2,60.9,59.0,6.25,6.22,3.8,3730
20767,1.6,Ideal,H,SI2,62.1,56.0,7.43,7.51,4.64,9275
20768,0.38,Ideal,G,SI1,62.0,55.0,4.67,4.64,2.89,969
20769,0.36,Premium,G,SI1,61.8,59.0,4.57,4.55,2.82,689
20770,1.21,Premium,G,VS1,62.7,58.0,6.79,6.74,4.24,8456
20771,0.53,Good,F,SI1,63.8,58.0,5.12,5.17,3.28,1268
20772,1.57,Very Good,I,VS2,60.3,58.0,7.58,7.55,4.56,10447
20773,1.02,Ideal,H,VS1,61.4,57.0,6.47,6.44,3.97,6317
20774,0.31,Very Good,G,SI1,62.8,55.0,4.32,4.38,2.73,462
20775,0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,2077
20776,0.91,Ideal,I,SI2,63.0,54.0,6.17,6.12,3.86,2976
20777,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
20778,0.38,Ideal,E,VVS2,61.6,55.0,4.63,4.66,2.86,1100
20779,0.32,Very Good,H,VS1,58.9,63.0,4.46,4.4,2.61,624
20780,0.33,Premium,G,VVS1,61.4,60.0,4.44,4.39,2.71,1114
20781,0.3,Premium,F,SI2,62.6,61.0,4.24,4.2,2.64,506
20782,1.51,Premium,E,SI1,61.5,58.0,7.38,7.33,4.52,12644
20783,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
20784,0.52,Good,H,VS2,63.6,57.0,5.1,5.05,3.23,1385
20785,1.09,Premium,I,SI2,62.3,62.0,6.63,6.57,4.11,2708
20786,0.33,Ideal,H,VS1,62.0,55.0,4.44,4.46,2.76,579
20787,0.71,Premium,H,SI2,61.7,59.0,5.76,5.72,3.54,1567
20788,0.51,Very Good,D,SI1,62.2,58.0,5.08,5.11,3.17,1398
20789,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,6229
20790,0.3,Good,G,SI2,63.7,54.0,4.23,4.25,2.7,394
20791,0.43,Ideal,I,VVS1,62.2,57.0,4.81,4.84,3.0,905
20792,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4670
20793,0.77,Very Good,F,VS1,62.8,58.0,5.79,5.86,3.66,3350
20794,0.44,Premium,G,SI1,61.0,60.0,4.93,4.88,2.99,990
20795,2.18,Premium,G,SI2,61.9,60.0,8.29,8.24,5.12,18003
20796,1.7,Ideal,G,VVS1,61.0,56.0,7.67,7.62,4.66,18445
20797,0.81,Ideal,F,IF,61.5,55.0,5.98,6.05,3.7,6338
20798,0.55,Ideal,D,SI1,60.9,57.0,5.29,5.32,3.23,1840
20799,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,6157
20800,1.11,Very Good,G,VS2,60.8,58.0,6.65,6.7,4.06,6593
20801,0.7,Good,E,SI2,57.8,61.0,5.88,5.82,3.38,2310
20802,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,598
20803,0.38,Very Good,F,VS2,61.9,59.0,4.61,4.66,2.87,800
20804,0.7,Good,E,SI2,61.0,64.0,5.63,5.69,3.45,2116
20805,0.23,Premium,I,VVS1,60.5,61.0,3.98,3.95,2.4,414
20806,1.7,Ideal,I,VS2,61.7,56.0,7.64,7.72,4.74,11257
20807,1.29,Premium,J,VS1,61.7,59.0,6.93,6.97,4.29,5463
20808,0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061
20809,1.0,Fair,E,VS2,66.4,51.0,6.31,6.22,4.16,4480
20810,0.23,Very Good,H,VVS1,61.6,56.0,3.94,3.97,2.43,434
20811,0.52,Ideal,E,SI2,62.9,56.0,5.12,5.08,3.21,1290
20812,0.24,Very Good,F,VVS2,58.0,60.0,4.09,4.12,2.38,533
20813,1.05,Ideal,J,SI1,62.3,56.0,6.47,6.5,4.04,4253
20814,0.9,Very Good,I,SI1,61.0,58.0,6.19,6.23,3.79,3407
20815,0.51,Ideal,F,VVS2,61.7,56.0,5.12,5.15,3.17,1998
20816,0.5,Ideal,H,VS2,62.3,54.0,5.11,5.13,3.19,1279
20817,0.71,Premium,G,IF,61.9,58.0,5.74,5.77,3.56,3545
20818,1.08,Ideal,I,SI1,62.6,53.9,6.51,6.56,4.09,5049
20819,0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,847
20820,0.51,Ideal,I,SI1,61.9,54.0,5.12,5.15,3.18,1000
20821,0.36,Ideal,F,VS1,61.9,56.0,4.59,4.56,2.83,1013
20822,0.32,Very Good,D,SI1,62.3,55.0,4.38,4.42,2.74,589
20823,1.13,Ideal,E,VVS1,60.6,57.0,6.72,6.77,4.09,14525
20824,0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
20825,0.71,Ideal,D,SI2,61.6,56.0,5.78,5.82,3.57,2690
20826,0.51,Good,D,SI2,57.7,60.0,5.31,5.26,3.05,1202
20827,0.42,Premium,H,VS1,61.2,60.0,4.84,4.77,2.94,1087
20828,0.3,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65,844
20829,2.2,Premium,H,SI2,61.1,59.0,8.41,8.35,5.12,16996
20830,1.56,Premium,G,SI1,58.8,57.0,7.68,7.62,4.5,10766
20831,0.32,Premium,I,VVS2,60.7,59.0,4.4,4.43,2.68,561
20832,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8319
20833,1.01,Premium,D,VVS2,62.4,60.0,6.31,6.36,3.95,10221
20834,1.01,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3671
20835,1.0,Good,F,SI1,63.7,58.0,6.29,6.34,4.02,4158
20836,0.62,Ideal,F,SI2,61.8,55.0,5.5,5.51,3.4,1364
20837,0.74,Ideal,I,VS1,62.5,56.0,5.76,5.8,3.61,2690
20838,0.56,Very Good,F,VS2,60.8,57.0,5.29,5.33,3.23,1706
20839,0.34,Very Good,G,VVS2,60.4,57.0,4.53,4.56,2.74,713
20840,0.42,Ideal,D,VS1,62.3,57.0,4.8,4.76,2.98,1350
20841,0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050
20842,0.41,Premium,E,VS1,60.0,58.0,4.8,4.83,2.89,1079
20843,0.33,Ideal,G,IF,61.7,55.0,4.47,4.45,2.75,1052
20844,0.7,Ideal,E,SI2,62.5,54.0,5.68,5.71,3.56,2283
20845,0.79,Ideal,F,SI1,61.3,56.0,5.96,6.01,3.67,3163
20846,0.4,Ideal,F,VVS1,61.1,56.0,4.78,4.81,2.93,1908
20847,0.5,Very Good,E,SI1,63.3,57.0,5.01,4.94,3.15,1374
20848,1.55,Premium,H,VS2,60.7,59.0,7.5,7.46,4.54,11846
20849,0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63,2305
20850,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
20851,0.54,Ideal,F,VS1,61.1,55.0,5.26,5.32,3.23,2083
20852,2.02,Ideal,H,VS2,61.6,56.0,8.17,8.12,5.02,18050
20853,1.38,Ideal,J,SI1,61.8,56.0,7.17,7.14,4.42,6260
20854,0.33,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,579
20855,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,545
20856,1.1,Ideal,J,SI1,61.5,55.0,6.65,6.68,4.1,4390
20857,0.43,Very Good,G,SI2,61.3,56.2,4.87,4.89,2.99,729
20858,0.37,Premium,F,VS1,62.7,51.0,4.65,4.57,2.89,833
20859,0.41,Premium,D,SI2,59.9,60.0,4.8,4.78,2.87,795
20860,0.31,Ideal,D,VS2,61.5,56.0,4.41,4.37,2.7,942
20861,0.51,Ideal,F,IF,62.5,54.0,5.12,5.16,3.21,2730
20862,0.41,Very Good,G,VVS2,62.9,56.0,4.7,4.74,2.97,1007
20863,0.52,Ideal,G,VS1,60.4,57.0,5.21,5.24,3.16,1887
20864,0.36,Premium,F,VVS2,62.5,56.0,4.6,4.52,2.85,945
20865,1.0,Ideal,F,SI2,61.2,57.0,6.39,6.48,3.94,4372
20866,0.91,Very Good,E,SI2,62.9,56.0,6.14,6.17,3.87,3763
20867,1.05,Ideal,G,VS1,61.2,57.0,6.51,6.55,4.0,8022
20868,0.41,Ideal,H,VVS1,62.7,54.0,4.78,4.79,3.0,1043
20869,0.38,Ideal,E,VVS2,60.9,56.0,4.71,4.68,2.06,1068
20870,0.32,Ideal,E,VVS2,61.5,57.0,4.4,4.41,2.71,842
20871,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,743
20872,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,720
20873,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,1042
20874,1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94,4724
20875,0.7,Premium,I,SI1,61.8,62.0,5.69,5.64,3.5,1914
20876,0.5,Very Good,F,SI1,61.0,60.0,5.08,5.11,3.11,1197
20877,0.71,Ideal,F,SI1,59.8,53.0,5.86,5.82,3.49,2838
20878,0.51,Premium,E,VS2,61.7,58.0,5.15,5.12,3.17,1781
20879,1.06,Very Good,D,VS2,59.6,60.0,6.68,6.71,3.99,7149
20880,0.5,Fair,G,SI1,67.1,59.0,4.96,4.84,3.29,1103
20881,2.04,Very Good,H,SI1,63.0,58.0,8.03,8.1,5.08,17952
20882,2.04,Premium,D,SI2,61.8,60.0,8.09,8.13,5.01,16872
20883,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3468
20884,0.31,Ideal,E,VVS1,60.2,61.0,4.4,4.43,2.66,865
20885,0.7,Very Good,D,SI1,61.0,59.0,5.67,5.7,3.47,2409
20886,0.32,Premium,I,SI1,62.9,58.0,4.35,4.33,2.73,554
20887,1.0,Good,G,VS2,63.7,57.0,6.32,6.28,4.01,5484
20888,1.23,Premium,E,VS2,58.9,59.0,7.05,6.98,4.13,9361
20889,0.5,Premium,E,SI1,63.0,59.0,5.01,4.99,3.15,1415
20890,0.54,Very Good,G,SI1,60.3,57.0,5.24,5.4,3.21,1292
20891,0.51,Premium,F,VS1,61.4,58.0,5.18,5.15,3.17,1836
20892,0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67,731
20893,0.56,Ideal,D,VVS1,61.9,56.0,5.32,5.28,3.28,3496
20894,0.31,Good,G,VS1,63.2,57.0,4.28,4.33,2.72,625
20895,1.03,Ideal,J,SI1,61.6,57.0,6.46,6.49,3.99,4175
20896,0.5,Very Good,F,SI1,61.4,57.0,5.08,5.12,3.13,1295
20897,0.3,Very Good,F,SI2,63.5,57.0,4.25,4.22,2.69,506
20898,0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32,1158
20899,0.38,Premium,E,VVS1,61.9,58.0,4.62,4.66,2.87,1267
20900,1.46,Premium,H,SI2,61.4,59.0,7.3,7.26,4.47,7604
20901,1.0,Fair,G,SI1,64.4,57.0,6.32,6.28,4.06,4295
20902,0.38,Ideal,F,VS2,62.1,53.8,4.66,4.67,2.9,789
20903,0.9,Premium,I,VS1,62.2,58.0,6.18,6.13,3.83,3580
20904,1.2,Premium,F,VS2,60.1,57.0,6.82,6.76,4.08,7865
20905,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1273
20906,1.53,Premium,G,SI1,62.3,58.0,7.35,7.3,4.56,11421
20907,0.72,Ideal,F,VS1,61.5,56.0,5.74,5.77,3.53,3759
20908,0.5,Ideal,E,VS2,62.1,57.0,5.1,5.05,3.15,1629
20909,1.02,Very Good,F,SI1,62.8,55.0,6.4,6.43,4.03,5301
20910,0.91,Very Good,E,SI2,62.4,58.0,6.11,6.14,3.82,3936
20911,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,7351
20912,0.57,Premium,F,SI2,62.1,59.0,5.33,5.29,3.3,1746
20913,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,2379
20914,1.53,Ideal,F,SI1,62.5,57.0,7.38,7.31,4.59,11525
20915,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,442
20916,0.3,Ideal,H,SI1,61.3,58.0,4.3,4.34,2.65,450
20917,0.72,Very Good,G,VS2,63.7,56.4,5.62,5.69,3.61,2776
20918,1.24,Fair,G,SI2,65.7,57.0,6.72,6.68,4.4,4058
20919,1.01,Ideal,D,SI2,62.6,56.0,6.4,6.34,3.99,4872
20920,0.64,Very Good,D,SI1,62.3,58.0,5.49,5.53,3.43,1969
20921,2.03,Fair,F,SI1,65.4,58.0,7.9,7.84,5.15,16280
20922,1.18,Premium,G,VVS2,59.7,58.0,6.94,6.9,4.13,9537
20923,0.32,Good,F,SI1,61.6,60.1,4.38,4.4,2.71,528
20924,0.34,Good,E,VS2,57.0,61.0,6.65,4.61,2.64,816
20925,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,459
20926,0.34,Premium,I,VVS1,60.5,59.0,4.48,4.54,2.73,626
20927,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,447
20928,0.76,Ideal,G,VS2,61.5,55.0,5.92,5.88,3.63,3183
20929,0.4,Ideal,G,VS1,62.9,55.0,4.76,4.71,2.98,1104
20930,1.0,Ideal,D,VVS1,60.7,56.0,6.47,6.54,3.95,14498
20931,0.43,Premium,E,SI2,61.0,60.0,4.87,4.94,2.99,704
20932,1.59,Ideal,G,VVS2,62.6,55.0,7.47,7.44,4.67,15823
20933,1.05,Ideal,D,VS1,60.5,57.0,6.61,6.58,3.99,8820
20934,0.91,Premium,H,SI1,60.9,58.0,6.22,6.26,3.8,3475
20935,0.26,Premium,E,VVS1,60.9,59.0,4.09,4.12,2.5,635
20936,1.59,Ideal,H,VS1,61.8,57.0,7.42,7.49,4.61,12047
20937,1.0,Good,F,VS2,63.3,55.0,6.29,6.34,4.0,6267
20938,0.7,Premium,G,VS1,62.6,60.0,5.66,5.58,3.52,2535
20939,0.3,Premium,H,SI1,62.9,58.0,4.28,4.24,2.68,554
20940,0.71,Premium,D,VVS2,60.4,59.0,5.73,5.69,3.45,3877
20941,0.31,Ideal,D,SI2,62.1,57.0,4.32,4.34,2.69,462
20942,1.4,Premium,G,SI2,62.0,60.0,7.16,7.1,4.42,7357
20943,0.9,Fair,E,VS1,67.6,56.0,5.94,5.9,4.0,3276
20944,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2369
20945,1.58,Ideal,I,VS2,61.4,55.0,7.49,7.55,4.62,10197
20946,0.91,Premium,G,VS2,59.5,58.0,6.34,6.26,3.75,4241
20947,0.31,Good,H,VS2,63.1,58.0,4.31,4.34,2.73,489
20948,0.31,Ideal,G,IF,61.7,54.0,4.38,4.4,2.71,891
20949,1.5,Good,J,SI2,63.6,58.0,7.25,7.18,4.59,6421
20950,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1005
20951,1.64,Premium,E,SI2,61.9,61.0,7.54,7.51,4.66,8835
20952,0.31,Ideal,F,VS2,60.8,56.0,4.41,4.38,2.67,802
20953,0.74,Very Good,D,VS2,59.8,58.0,5.9,5.94,3.54,3476
20954,0.39,Very Good,G,VS2,60.4,61.0,4.67,4.7,2.83,787
20955,0.53,Very Good,F,VS2,63.4,56.0,5.16,5.13,3.26,1636
20956,0.53,Good,H,SI1,63.9,55.0,5.19,5.14,3.3,1242
20957,0.51,Ideal,F,VS2,62.3,56.0,5.12,5.08,3.18,1711
20958,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,813
20959,1.25,Ideal,I,VS2,62.5,56.0,6.87,6.92,4.31,6419
20960,1.35,Ideal,H,SI2,60.0,57.0,7.19,7.15,4.3,5670
20961,0.46,Ideal,F,SI2,61.5,54.0,4.98,5.01,3.07,758
20962,1.03,Ideal,G,SI2,62.8,54.0,6.51,6.46,4.07,4557
20963,0.31,Ideal,H,SI1,61.5,56.0,4.36,4.39,2.69,591
20964,1.58,Ideal,I,VVS1,61.9,55.0,7.47,7.51,4.64,11435
20965,1.29,Fair,G,I1,66.0,58.0,6.82,6.75,4.48,4277
20966,0.41,Very Good,G,SI1,60.3,60.0,4.76,4.8,2.88,719
20967,1.0,Very Good,I,SI1,63.3,56.0,6.27,6.36,4.0,4538
20968,1.3,Ideal,G,IF,62.3,56.0,6.95,6.99,4.34,12467
20969,0.54,Good,D,VS2,60.9,60.0,5.28,5.36,3.24,1644
20970,0.35,Premium,E,SI1,60.8,60.0,4.51,4.57,2.76,614
20971,1.05,Ideal,G,VVS1,61.2,57.0,6.54,6.57,4.01,8931
20972,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,706
20973,0.31,Ideal,H,VVS2,61.5,56.0,4.37,4.35,2.68,802
20974,0.45,Ideal,G,VVS1,61.5,57.0,4.95,4.91,3.03,1358
20975,2.01,Ideal,H,SI2,62.8,57.0,8.04,7.95,5.02,14364
20976,0.32,Very Good,G,VS2,62.4,59.0,4.33,4.36,2.71,561
20977,0.27,Ideal,G,IF,61.6,57.0,4.18,4.21,2.58,566
20978,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468
20979,0.92,Good,E,SI2,61.8,59.0,6.11,6.19,3.8,3744
20980,1.56,Ideal,G,SI1,61.2,56.0,7.49,7.51,4.59,11522
20981,0.9,Very Good,E,VS1,63.0,55.0,6.08,6.15,3.85,4449
20982,0.25,Premium,E,VVS1,60.7,60.0,4.11,4.09,2.49,740
20983,0.91,Premium,E,SI2,61.0,58.0,6.31,6.27,3.84,3644
20984,0.38,Ideal,F,SI1,61.8,55.0,4.66,4.69,2.89,640
20985,0.41,Ideal,E,VS1,61.7,57.0,4.8,4.76,2.95,1153
20986,1.1,Premium,G,VS2,59.6,60.0,6.72,6.7,4.0,6121
20987,1.0,Good,I,SI1,60.5,57.0,6.4,6.46,3.89,3878
20988,0.81,Ideal,D,SI1,62.0,56.0,5.97,6.0,3.71,3852
20989,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,10473
20990,0.6,Ideal,D,SI1,61.4,55.0,5.43,5.45,3.34,1698
20991,2.05,Premium,E,SI2,59.7,59.0,8.27,8.39,4.97,17081
20992,0.3,Premium,I,VVS1,62.2,58.0,4.28,4.31,2.67,552
20993,0.7,Ideal,E,VS2,61.7,55.0,5.7,5.74,3.53,3612
20994,1.02,Premium,E,VS2,62.8,59.0,6.44,6.39,4.03,5666
20995,1.18,Very Good,F,SI1,59.9,59.0,6.85,6.87,4.11,6053
20996,0.52,Very Good,G,SI2,63.1,56.0,5.12,5.08,3.22,1151
20997,0.71,Good,I,VVS1,63.8,56.0,5.7,5.65,3.62,2572
20998,0.7,Very Good,E,SI2,61.5,59.0,5.7,5.74,3.52,2464
20999,0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55,2175
21000,2.0,Ideal,J,SI1,62.4,54.0,8.02,8.09,5.03,12433
21001,0.61,Ideal,G,VS1,60.9,57.0,5.46,5.5,3.34,2167
21002,0.74,Good,E,VS2,63.5,56.0,5.75,5.8,3.67,3163
21003,1.51,Good,D,SI2,64.1,61.0,7.18,7.14,4.59,8706
21004,0.27,Very Good,E,VVS2,58.6,61.0,4.27,4.3,2.51,575
21005,1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674
21006,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
21007,1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,5632
21008,0.55,Premium,E,VS2,60.5,58.0,5.26,5.32,3.2,1786
21009,1.05,Fair,F,SI1,64.6,57.0,6.39,6.33,4.11,5186
21010,1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03,4363
21011,1.02,Ideal,G,I1,61.5,56.0,6.46,6.49,3.98,3321
21012,2.48,Premium,I,SI1,61.0,60.0,8.68,8.61,5.27,16715
21013,0.34,Ideal,F,IF,61.7,55.0,4.49,4.52,2.78,1276
21014,1.59,Ideal,I,VS2,61.7,57.0,7.47,7.52,4.62,10752
21015,0.3,Ideal,E,VS2,61.4,59.0,4.3,4.27,2.63,911
21016,0.57,Ideal,E,VS1,61.3,57.0,5.34,5.37,3.28,2110
21017,0.74,Premium,I,SI2,60.6,60.0,5.89,5.8,3.54,1803
21018,1.0,Good,E,SI1,57.5,62.0,6.5,6.58,3.76,5051
21019,1.05,Ideal,F,SI1,62.0,55.0,6.5,6.54,4.04,5457
21020,0.52,Ideal,E,VS2,61.4,54.0,5.23,5.2,3.2,1694
21021,0.41,Premium,F,VVS2,61.6,59.0,4.73,4.79,2.93,951
21022,0.43,Premium,E,VS2,61.6,59.0,4.81,4.84,2.97,981
21023,1.02,Premium,H,SI1,61.9,61.0,6.42,6.34,3.95,4558
21024,1.0,Premium,F,SI1,62.1,59.0,6.39,6.36,3.96,5152
21025,0.33,Ideal,H,VS1,61.9,56.0,4.48,4.44,2.76,743
21026,0.23,Very Good,E,VS2,62.4,60.0,3.9,3.92,2.44,400
21027,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,524
21028,1.14,Ideal,F,I1,61.7,57.0,6.7,6.67,4.13,3824
21029,0.5,Ideal,G,VVS2,62.0,56.0,5.13,5.09,3.17,1935
21030,1.11,Ideal,J,VS1,61.7,57.0,6.67,6.72,4.13,4854
21031,2.04,Ideal,I,SI2,62.8,57.0,8.11,8.07,5.08,10282
21032,1.57,Very Good,J,SI2,62.1,60.0,7.37,7.41,4.59,6702
21033,0.53,Premium,E,VS2,60.9,60.0,5.22,5.16,3.16,1813
21034,0.71,Very Good,D,VS1,62.5,58.0,5.68,5.71,3.56,3333
21035,0.31,Ideal,H,VS2,61.9,55.0,4.35,4.38,2.7,489
21036,0.54,Premium,D,SI1,62.6,57.0,5.21,5.12,3.23,1650
21037,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,16505
21038,1.0,Good,I,SI2,63.9,60.0,6.3,6.26,4.01,3528
21039,0.34,Premium,D,SI1,61.2,58.0,4.49,4.47,2.74,803
21040,2.04,Premium,H,SI2,58.0,58.0,8.45,8.36,4.88,11820
21041,0.63,Very Good,F,VS1,59.2,57.0,5.56,5.66,3.32,2149
21042,1.21,Ideal,G,VVS1,61.0,57.0,6.87,6.93,4.21,10295
21043,0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,2618
21044,1.01,Very Good,G,SI1,62.9,61.0,6.36,6.4,4.01,4588
21045,0.25,Ideal,H,VVS1,62.4,55.0,4.04,4.08,2.53,525
21046,1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
21047,1.05,Premium,F,SI2,62.8,55.0,6.55,6.48,4.09,4363
21048,0.53,Ideal,I,VS2,61.9,54.0,5.21,5.23,3.23,1173
21049,0.44,Ideal,I,VS1,61.4,55.0,4.89,4.92,3.01,1245
21050,1.22,Ideal,G,VVS1,61.5,56.0,6.86,6.9,4.23,12081
21051,0.39,Premium,G,VVS1,60.4,59.0,4.75,4.72,2.86,1170
21052,1.01,Fair,I,VS1,64.9,56.0,6.29,6.2,4.07,3801
21053,0.3,Very Good,I,SI1,63.4,57.0,4.25,4.23,2.69,506
21054,0.76,Ideal,G,VS1,59.4,57.0,5.99,6.03,3.57,2972
21055,0.25,Very Good,F,VS1,62.1,58.0,4.0,4.05,2.5,436
21056,1.0,Ideal,E,VS2,62.9,55.0,6.4,6.36,4.01,6871
21057,1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,7996
21058,0.38,Very Good,E,VS2,59.2,60.0,4.73,4.77,2.81,866
21059,0.51,Ideal,E,SI1,61.1,56.0,5.17,5.2,3.17,1343
21060,0.31,Ideal,I,VVS1,61.4,54.0,4.38,4.41,2.7,571
21061,0.7,Fair,D,SI1,64.6,57.0,5.6,5.57,3.61,2318
21062,1.5,Very Good,D,SI1,60.0,59.0,7.41,7.46,4.46,12060
21063,0.44,Premium,H,VVS1,60.1,58.0,4.92,4.96,2.97,1119
21064,0.42,Ideal,G,VVS1,60.0,57.0,4.86,4.84,2.91,1235
21065,1.01,Very Good,G,VS2,63.0,57.0,6.35,6.42,4.02,5919
21066,1.03,Very Good,E,SI2,60.7,63.0,6.48,6.44,3.92,4326
21067,0.59,Ideal,I,VVS1,61.6,55.0,5.4,5.45,3.34,1698
21068,1.5,Premium,E,VS1,60.3,60.0,7.34,7.43,4.45,16409
21069,1.13,Premium,H,SI2,62.3,59.0,6.68,6.65,4.15,4294
21070,1.54,Premium,G,VVS2,62.2,59.0,7.41,7.37,4.6,15983
21071,1.17,Ideal,F,VVS2,61.9,54.0,6.76,6.82,4.2,10351
21072,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,4127
21073,0.3,Very Good,G,SI1,60.1,58.0,4.31,4.34,2.6,413
21074,0.43,Very Good,G,SI1,62.3,59.0,4.79,4.81,2.99,754
21075,0.9,Very Good,D,VS1,60.3,58.0,6.23,6.28,3.77,5331
21076,1.51,Premium,J,SI1,61.2,62.0,7.36,7.32,4.49,6976
21077,0.28,Very Good,G,VVS1,60.7,56.0,4.27,4.29,2.6,586
21078,0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.73,2.92,1034
21079,0.75,Premium,H,SI1,60.7,62.0,5.87,5.82,3.55,2331
21080,1.2,Ideal,F,VS2,61.9,53.0,6.84,6.79,4.22,8669
21081,0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,4508
21082,0.42,Premium,G,VVS2,60.4,59.0,4.82,4.78,2.9,1103
21083,1.2,Ideal,H,SI1,61.2,60.0,6.87,6.82,4.19,6569
21084,1.16,Ideal,H,SI2,60.9,59.0,6.72,6.78,4.11,5388
21085,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,4177
21086,0.31,Ideal,F,VS1,61.2,56.0,4.4,4.42,2.7,821
21087,0.35,Ideal,D,SI1,60.7,57.0,4.57,4.53,2.76,827
21088,0.83,Premium,G,VS1,58.8,58.0,6.2,6.15,3.63,3602
21089,1.0,Premium,G,VS1,59.2,60.0,6.6,6.54,3.89,6115
21090,0.9,Premium,E,SI1,61.3,60.0,6.19,6.14,3.78,4209
21091,0.57,Ideal,F,VVS1,61.1,55.0,5.36,5.44,3.3,3057
21092,0.6,Premium,F,VVS2,61.3,59.0,5.45,5.41,3.33,2350
21093,0.43,Premium,F,SI1,61.7,58.0,4.84,4.82,2.98,948
21094,1.77,Premium,I,VS2,62.3,58.0,7.74,7.68,4.8,12378
21095,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,732
21096,1.6,Ideal,G,IF,59.8,54.0,7.75,7.63,4.6,16547
21097,0.38,Ideal,G,VVS2,61.5,55.2,4.67,4.71,2.89,929
21098,0.36,Very Good,G,VS1,61.4,55.0,4.63,4.65,2.85,903
21099,0.25,Very Good,F,VVS2,60.4,59.0,4.09,4.12,2.48,575
21100,0.33,Ideal,F,VVS1,61.5,56.0,4.46,4.49,2.75,964
21101,1.74,Premium,G,VS1,61.7,58.0,7.78,7.69,4.77,17904
21102,0.52,Very Good,G,VS1,63.3,55.0,5.12,5.09,3.23,1815
21103,1.1,Very Good,F,VS2,62.0,59.0,6.56,6.6,4.08,6708
21104,0.9,Good,E,SI2,63.7,63.0,6.05,6.1,3.87,3595
21105,1.13,Premium,H,SI2,62.3,57.0,6.68,6.65,4.15,4873
21106,0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,527
21107,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1009
21108,0.42,Ideal,F,SI1,61.6,55.0,4.85,4.83,2.98,838
21109,0.62,Ideal,E,SI1,61.5,57.0,5.44,5.49,3.36,1749
21110,0.31,Ideal,D,VS2,61.2,55.0,4.46,4.36,2.7,942
