id,carat,cut,color,clarity,depth,table,x,y,z
7529,1.04,Very Good,D,VS1,62.3,59.0,6.39,6.48,4.01
7530,0.35,Ideal,E,SI1,60.7,56.0,4.57,4.59,2.78
7531,0.72,Ideal,J,VVS2,61.6,56.0,5.76,5.73,3.54
7532,0.79,Very Good,F,SI1,62.8,59.0,5.86,5.89,3.69
7533,0.39,Ideal,H,VS2,60.6,55.0,4.81,4.76,2.9
7534,0.33,Premium,F,SI2,63.0,58.0,4.42,4.4,2.78
7535,0.58,Premium,E,VS2,59.6,59.0,5.43,5.38,3.22
7536,0.46,Ideal,J,VVS1,61.8,56.0,4.97,4.93,3.06
7537,0.9,Very Good,F,SI2,62.0,61.0,6.14,6.16,3.81
7538,1.5,Premium,G,VS2,62.5,59.0,7.27,7.23,4.53
7539,1.0,Premium,E,VS1,61.4,59.0,6.44,6.42,3.95
7540,0.3,Premium,E,VS2,62.5,58.0,4.31,4.26,2.68
7541,0.28,Ideal,G,VVS2,61.4,56.0,4.19,4.22,2.58
7542,0.5,Premium,D,VS2,60.2,57.0,5.21,5.15,3.12
7543,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53
7544,1.61,Ideal,J,VS2,61.6,56.0,7.52,7.54,4.64
7545,0.5,Premium,E,SI1,61.4,58.0,5.17,5.09,3.15
7546,0.3,Premium,D,VS2,61.0,60.0,4.33,4.29,2.63
7547,0.3,Very Good,H,VVS2,61.5,57.0,4.32,4.36,2.66
7548,1.23,Very Good,F,VVS2,62.2,58.0,6.81,6.86,4.25
7549,0.51,Premium,E,SI1,60.8,57.0,5.24,5.19,3.17
7550,0.34,Very Good,F,VS2,62.3,57.0,4.44,4.48,2.78
7551,1.01,Fair,G,SI1,60.4,62.0,6.31,6.34,3.82
7552,0.71,Good,D,SI2,64.3,56.0,5.64,5.59,3.61
7553,0.71,Premium,E,SI2,59.0,60.0,5.9,5.87,3.47
7554,1.0,Good,F,VS2,64.2,58.0,6.32,6.26,4.04
7555,0.57,Ideal,E,VS2,60.4,57.0,5.4,5.36,3.25
7556,0.48,Premium,F,VS2,61.3,60.0,5.01,4.97,3.06
7557,1.01,Fair,G,VS2,67.8,59.0,6.07,6.02,4.1
7558,0.4,Very Good,D,SI1,63.0,59.0,4.69,4.7,2.96
7559,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65
7560,0.4,Ideal,I,VS1,61.9,57.0,4.73,4.74,2.93
7561,0.91,Very Good,F,SI2,61.6,59.0,6.14,6.24,3.81
7562,0.31,Ideal,G,VS2,60.8,56.0,4.4,4.42,2.68
7563,1.22,Good,G,SI2,64.0,61.0,6.75,6.68,4.3
7564,0.32,Ideal,G,IF,61.8,55.0,4.41,4.43,2.73
7565,0.5,Fair,F,VS2,64.6,58.0,5.01,4.99,3.23
7566,0.53,Premium,G,VS2,62.5,56.0,5.19,5.18,3.24
7567,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23
7568,0.56,Premium,F,VS2,59.6,58.0,5.36,5.34,3.19
7569,1.03,Very Good,E,VS1,62.8,55.0,6.4,6.52,4.06
7570,1.01,Premium,E,VVS2,62.4,58.0,6.42,6.36,3.99
7571,0.42,Ideal,I,VS1,62.0,55.0,4.85,4.83,3.0
7572,1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88
7573,1.2,Ideal,I,VVS2,62.9,55.0,6.75,6.79,4.26
7574,0.52,Ideal,D,SI1,60.9,57.0,5.21,5.17,3.16
7575,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95
7576,0.32,Very Good,E,SI1,60.1,60.0,4.42,4.47,2.67
7577,0.3,Very Good,H,SI1,58.7,63.0,4.37,4.32,2.55
7578,1.68,Very Good,F,VS2,61.1,60.0,7.63,7.7,4.68
7579,1.01,Fair,F,VS1,64.5,59.0,6.27,6.19,4.02
7580,0.91,Ideal,F,SI2,61.1,55.0,6.24,6.19,3.8
7581,0.94,Premium,H,SI2,61.9,57.0,6.29,6.21,3.87
7582,0.41,Ideal,F,VS2,61.1,56.0,4.8,4.83,2.94
7583,0.77,Very Good,I,VS2,63.4,58.0,5.81,5.74,3.66
7584,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13
7585,1.28,Ideal,G,VS1,62.1,57.0,6.91,6.94,4.3
7586,0.38,Ideal,D,VS2,61.5,56.0,4.66,4.7,2.88
7587,1.06,Ideal,G,VVS2,61.4,57.0,6.52,6.55,4.01
7588,0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17
7589,0.31,Very Good,F,SI1,63.1,55.0,4.34,4.28,2.72
7590,0.31,Good,H,VS1,63.6,55.0,4.32,4.29,2.74
7591,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96
7592,0.7,Ideal,D,VS2,62.4,57.0,5.68,5.61,3.52
7593,0.32,Ideal,G,VVS2,62.1,57.0,4.42,4.4,2.74
7594,1.23,Good,J,VS2,63.6,60.0,6.77,6.73,4.29
7595,1.03,Ideal,H,SI2,60.6,56.0,6.53,6.63,3.99
7596,1.2,Very Good,H,I1,58.6,57.0,6.96,7.01,4.09
7597,0.32,Premium,I,VS1,61.0,60.0,4.47,4.42,2.71
7598,1.5,Fair,F,VVS2,64.7,53.0,7.22,7.15,4.65
7599,1.51,Fair,H,SI2,66.9,57.0,7.13,7.09,4.75
7600,0.7,Very Good,E,VS1,62.0,60.0,5.61,5.64,3.49
7601,0.33,Ideal,E,VS1,60.2,57.0,4.52,4.48,2.71
7602,0.32,Good,F,VS2,63.6,57.0,4.37,4.34,2.77
7603,0.5,Very Good,E,SI1,61.4,63.0,5.1,5.06,3.12
7604,0.31,Ideal,F,VVS1,60.4,59.0,4.35,4.43,2.65
7605,1.23,Ideal,F,VVS2,61.9,55.0,6.92,6.89,4.27
7606,1.0,Very Good,G,VVS2,62.1,59.0,6.34,6.45,3.97
7607,0.42,Very Good,G,VS2,62.1,55.0,4.8,4.83,2.99
7608,0.5,Ideal,G,SI2,62.1,55.0,5.12,5.15,3.19
7609,0.3,Ideal,I,SI1,62.5,58.0,4.25,4.29,2.67
7610,0.72,Ideal,G,VS2,61.0,55.0,5.81,5.83,3.55
7611,0.35,Premium,G,SI1,60.6,58.0,4.6,4.58,2.78
7612,1.01,Good,D,VS1,56.8,61.0,6.5,6.45,3.68
7613,1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53
7614,1.5,Very Good,I,SI2,63.2,52.0,7.28,7.24,4.59
7615,1.03,Ideal,H,SI2,61.1,57.0,6.55,6.52,3.99
7616,0.9,Ideal,I,VVS2,61.9,55.0,6.21,6.23,3.85
7617,0.71,Ideal,E,VVS2,61.7,56.0,5.78,5.8,3.57
7618,0.32,Very Good,G,VVS2,64.0,55.0,4.31,4.35,2.77
7619,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83
7620,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17
7621,0.28,Very Good,E,VS1,61.8,55.0,4.21,4.24,2.61
7622,1.28,Ideal,G,SI2,61.8,56.0,6.95,6.99,4.31
7623,1.57,Ideal,G,VS2,61.4,55.0,7.48,7.52,4.61
7624,0.3,Ideal,H,VVS2,62.8,57.0,4.25,4.22,2.66
7625,1.0,Premium,F,VS2,62.2,59.0,6.37,6.29,3.94
7626,1.63,Good,F,SI1,59.8,56.0,7.57,7.64,4.55
7627,1.09,Very Good,G,SI1,60.2,60.0,6.66,6.7,4.02
7628,0.41,Ideal,E,VS1,61.8,55.0,4.75,4.8,2.95
7629,1.01,Premium,F,VS2,62.4,58.0,6.43,6.36,3.99
7630,0.7,Very Good,D,SI1,59.4,63.0,5.78,5.76,3.43
7631,0.76,Premium,E,SI1,61.6,59.0,5.83,5.79,3.58
7632,0.41,Very Good,G,SI1,63.4,57.0,4.73,4.7,2.99
7633,1.51,Premium,F,SI1,62.2,58.0,7.27,7.29,4.53
7634,0.32,Ideal,I,VS2,63.0,55.0,4.39,4.34,2.75
7635,0.3,Ideal,E,VVS2,61.9,57.0,4.31,4.28,2.66
7636,0.41,Ideal,D,SI1,62.3,56.0,4.74,4.79,2.97
7637,0.9,Ideal,I,SI1,62.3,56.0,6.18,6.12,3.83
7638,1.75,Ideal,H,I1,61.6,56.0,7.73,7.75,4.77
7639,1.56,Ideal,H,VS2,61.6,57.0,7.51,7.45,4.61
7640,0.3,Very Good,D,SI1,62.2,61.0,4.24,4.28,2.65
7641,0.62,Ideal,F,SI2,61.3,55.0,5.55,5.47,3.38
7642,1.0,Fair,H,SI2,67.0,55.0,6.25,6.12,4.16
7643,0.53,Ideal,D,SI1,62.3,56.0,5.15,5.18,3.22
7644,1.01,Ideal,G,SI2,59.3,60.0,6.54,6.58,3.89
7645,1.0,Premium,I,VS1,60.1,62.0,6.5,6.47,3.9
7646,0.31,Premium,D,VS2,61.2,59.0,4.37,4.32,2.66
7647,0.7,Very Good,E,SI1,59.9,63.0,5.76,5.7,3.43
7648,0.55,Ideal,E,VS1,61.2,57.0,5.28,5.3,3.24
7649,2.04,Very Good,I,VS1,61.8,60.0,8.11,8.21,5.04
7650,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58
7651,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22
7652,0.32,Ideal,E,VVS2,61.1,55.0,4.41,4.46,2.71
7653,1.19,Premium,G,SI2,58.9,60.0,7.0,6.92,4.09
7654,0.54,Ideal,F,VVS2,61.0,54.0,5.28,5.3,3.23
7655,0.33,Premium,F,VVS2,62.5,59.0,4.47,4.4,2.77
7656,0.31,Very Good,I,VS2,59.3,59.0,4.38,4.42,2.61
7657,0.3,Premium,E,SI1,60.0,60.0,4.38,4.36,2.62
7658,0.4,Very Good,E,SI1,63.0,57.0,4.68,4.71,2.96
7659,1.51,Very Good,E,SI1,61.8,57.0,7.36,7.43,4.57
7660,1.03,Premium,G,VS1,62.1,59.0,6.48,6.4,4.0
7661,0.55,Ideal,G,VS1,62.2,54.0,5.27,5.24,3.27
7662,1.25,Ideal,J,VVS2,61.1,57.0,6.94,6.91,4.23
7663,0.3,Ideal,E,VVS2,61.7,55.0,4.28,4.31,2.65
7664,0.3,Ideal,G,VVS1,61.8,56.0,4.32,4.36,2.68
7665,1.0,Premium,F,SI2,59.3,62.0,6.49,6.43,3.83
7666,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38
7667,1.01,Fair,E,VVS1,66.1,55.0,6.19,6.1,4.06
7668,0.4,Very Good,J,VS1,63.4,58.0,4.64,4.61,2.93
7669,0.71,Premium,E,SI2,62.7,59.0,5.7,5.66,3.56
7670,0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98
7671,0.33,Premium,G,SI1,61.6,57.0,4.45,4.42,2.73
7672,0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23
7673,1.35,Premium,G,VS2,62.7,56.0,7.08,7.05,4.43
7674,0.37,Ideal,I,VVS1,60.6,57.0,4.63,4.66,2.81
7675,0.73,Ideal,F,SI1,61.7,55.0,5.79,5.82,3.58
7676,2.06,Premium,H,SI1,62.4,59.0,8.11,8.07,5.05
7677,0.31,Ideal,G,VS2,61.8,57.0,4.34,4.36,2.69
7678,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73
7679,0.41,Ideal,D,VS1,62.6,55.0,4.75,4.77,2.98
7680,0.4,Premium,E,VS1,60.3,58.0,4.82,4.8,2.9
7681,2.19,Good,I,SI2,63.7,57.0,8.23,8.19,5.23
7682,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1
7683,0.73,Premium,F,SI1,61.9,60.0,5.78,5.81,3.59
7684,0.32,Premium,E,VS2,60.5,55.0,4.49,4.43,2.7
7685,0.24,Very Good,F,VS2,59.6,58.0,4.08,4.11,2.44
7686,0.32,Ideal,H,SI2,61.5,56.0,4.43,4.45,2.73
7687,1.26,Premium,D,VS2,62.5,59.0,6.91,6.85,4.3
7688,2.3,Premium,J,SI1,59.6,59.0,8.61,8.56,5.12
7689,0.51,Very Good,G,VS1,62.9,58.0,5.05,5.1,3.19
7690,0.71,Very Good,I,VS2,61.4,56.0,5.73,5.79,3.53
7691,2.03,Premium,E,SI2,61.5,59.0,8.24,8.16,5.04
7692,0.62,Very Good,I,VS1,61.8,55.0,5.5,5.53,3.41
7693,0.34,Ideal,F,IF,61.8,55.0,4.49,4.51,2.78
7694,1.58,Premium,D,SI1,60.2,58.0,7.6,7.46,4.56
7695,1.0,Very Good,F,VS1,62.9,56.0,6.38,6.43,4.03
7696,1.24,Premium,F,SI2,62.2,58.0,6.86,6.8,4.25
7697,2.01,Premium,I,SI2,63.0,59.0,8.04,7.97,5.04
7698,0.42,Very Good,D,SI1,63.0,59.0,4.77,4.79,3.01
7699,1.0,Premium,H,SI2,59.4,60.0,6.55,6.49,3.87
7700,1.05,Good,H,VS1,63.3,57.0,6.4,6.45,4.07
7701,0.31,Ideal,H,VS2,61.5,56.0,4.38,4.4,2.7
7702,1.27,Premium,I,SI2,61.4,59.0,6.98,6.94,4.27
7703,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13
7704,1.53,Premium,H,VS2,59.9,60.0,7.5,7.46,4.48
7705,1.25,Premium,H,SI2,62.1,58.0,6.93,6.86,4.28
7706,0.3,Ideal,E,VS2,62.4,56.0,4.28,4.25,2.66
7707,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93
7708,1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09
7709,0.32,Ideal,G,VS1,60.5,56.0,4.42,4.44,2.68
7710,1.2,Very Good,J,SI2,61.2,58.0,6.77,6.82,4.16
7711,1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93
7712,0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73
7713,1.22,Premium,G,SI2,58.3,61.0,7.0,6.92,4.06
7714,0.37,Ideal,H,VS2,60.7,58.0,4.64,4.68,2.83
7715,0.4,Ideal,G,IF,61.1,58.0,4.72,4.74,2.89
7716,0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95
7717,0.81,Ideal,F,SI2,62.6,55.0,5.92,5.96,3.72
7718,0.7,Ideal,F,SI1,62.1,56.0,5.67,5.65,3.51
7719,1.7,Premium,G,VS2,60.3,60.0,7.72,7.64,4.63
7720,0.3,Good,G,VVS2,57.9,61.0,4.4,4.42,2.56
7721,0.54,Ideal,H,VS2,60.1,57.0,5.28,5.33,3.19
7722,0.32,Ideal,G,SI1,61.3,57.0,4.42,4.45,2.72
7723,1.01,Very Good,H,VS1,59.1,59.0,6.5,6.59,3.87
7724,0.3,Ideal,E,VS2,62.0,57.0,4.26,4.29,2.65
7725,0.42,Premium,G,VS1,62.5,59.0,4.72,4.79,2.97
7726,1.0,Fair,E,SI2,66.6,59.0,6.07,6.01,4.02
7727,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75
7728,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24
7729,1.0,Very Good,H,VS2,59.6,59.0,6.47,6.54,3.88
7730,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4
7731,0.49,Very Good,G,IF,59.7,56.0,5.16,5.19,3.09
7732,1.59,Ideal,J,SI1,62.4,55.0,7.45,7.48,4.66
7733,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41
7734,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07
7735,1.2,Ideal,H,SI1,62.0,58.0,6.78,6.83,4.22
7736,1.04,Ideal,G,VVS1,62.2,55.0,6.48,6.51,4.04
7737,1.5,Very Good,E,VS1,59.0,62.0,7.45,7.47,4.4
7738,2.05,Very Good,G,SI1,63.4,58.0,8.03,7.96,5.07
7739,0.3,Ideal,G,VVS1,62.0,58.0,4.27,4.31,2.66
7740,1.21,Very Good,E,VS1,60.0,58.0,6.89,6.97,4.16
7741,0.93,Premium,G,VS2,62.2,59.0,6.26,6.21,3.88
7742,0.27,Very Good,E,VVS2,63.0,56.0,4.12,4.14,2.6
7743,0.92,Very Good,E,SI2,62.1,58.0,6.18,6.22,3.85
7744,0.4,Very Good,E,SI2,62.1,60.0,4.65,4.69,2.9
7745,0.28,Very Good,E,VVS1,61.1,60.0,4.17,4.21,2.56
7746,2.06,Premium,G,SI1,61.5,58.0,8.2,8.15,5.03
7747,0.51,Ideal,H,SI1,61.7,55.0,5.12,5.16,3.17
7748,0.4,Good,E,SI1,63.9,55.0,4.67,4.72,3.0
7749,1.04,Premium,F,VS1,59.4,60.0,6.56,6.58,3.9
7750,1.64,Premium,F,SI1,61.3,58.0,7.65,7.59,4.67
7751,0.9,Very Good,D,SI1,59.5,57.0,6.19,6.34,3.73
7752,0.35,Ideal,F,VS1,62.8,54.0,4.5,4.54,2.84
7753,1.0,Ideal,H,SI2,61.2,57.0,6.42,6.45,3.94
7754,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26
7755,1.06,Ideal,G,VS2,61.6,56.0,6.53,6.59,4.04
7756,0.6,Ideal,D,VS2,60.4,57.0,5.49,5.53,3.33
7757,0.43,Ideal,D,VS2,62.0,55.0,4.86,4.81,3.0
7758,1.57,Ideal,I,VS2,62.7,56.0,7.36,7.4,4.63
7759,1.23,Premium,H,VS2,62.4,61.0,6.85,6.8,4.26
7760,0.41,Good,J,IF,63.6,54.0,4.72,4.75,3.01
7761,0.53,Ideal,F,SI2,60.9,55.0,5.26,5.29,3.21
7762,0.7,Very Good,D,SI1,60.3,60.0,5.74,5.77,3.47
7763,0.3,Ideal,D,VS1,61.0,57.0,4.3,4.33,2.63
7764,0.56,Ideal,D,SI1,61.8,55.0,5.32,5.36,3.3
7765,0.31,Ideal,G,VVS1,62.5,55.0,4.33,4.34,2.71
7766,0.33,Very Good,F,VS2,61.9,57.0,4.42,4.44,2.74
7767,0.34,Ideal,F,IF,61.4,57.0,4.49,4.5,2.76
7768,1.53,Ideal,F,SI1,60.3,57.0,7.45,7.52,4.51
7769,1.72,Ideal,J,SI1,62.0,57.0,7.66,7.62,4.74
7770,1.2,Very Good,F,SI2,62.2,62.0,6.7,6.77,4.19
7771,0.65,Good,E,VS2,57.8,61.2,5.72,5.78,3.32
7772,1.01,Very Good,F,SI2,62.3,59.0,6.31,6.37,3.95
7773,0.41,Very Good,F,SI1,61.9,55.0,4.78,4.81,2.97
7774,0.32,Premium,E,VVS2,61.5,58.0,4.42,4.36,2.7
7775,0.38,Ideal,E,VVS2,62.0,57.0,4.62,4.61,2.86
7776,0.35,Premium,F,VS2,62.0,59.0,4.51,4.55,2.81
7777,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31
7778,1.04,Ideal,H,SI1,62.3,57.0,6.45,6.48,4.03
7779,1.32,Ideal,I,SI1,61.7,56.0,7.11,7.05,4.37
7780,0.5,Ideal,D,SI2,61.3,54.0,5.11,5.03,3.11
7781,0.34,Ideal,E,VVS1,62.1,57.0,4.5,4.46,2.78
7782,0.7,Very Good,G,SI2,58.2,63.0,5.82,5.79,3.38
7783,0.8,Ideal,E,VS1,62.1,56.0,5.92,5.97,3.69
7784,1.2,Ideal,H,SI1,62.1,56.0,6.83,6.76,4.22
7785,1.52,Premium,G,VS2,62.7,58.0,7.38,7.29,4.6
7786,2.11,Fair,I,SI1,67.2,60.0,7.86,7.8,5.26
7787,0.73,Very Good,D,VS1,62.2,56.0,5.72,5.75,3.57
7788,0.77,Premium,D,VS1,62.1,57.0,5.85,5.8,3.62
7789,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13
7790,0.33,Ideal,G,VVS2,62.7,55.0,4.46,4.41,2.78
7791,0.25,Premium,G,SI2,58.8,60.0,5.33,5.28,3.12
7792,0.91,Premium,D,VS2,62.0,58.0,6.2,6.15,3.83
7793,0.42,Premium,D,SI2,60.1,58.0,4.88,4.83,2.92
7794,1.01,Premium,H,SI1,61.8,59.0,6.38,6.33,3.93
7795,0.42,Ideal,G,VS1,62.7,54.0,4.83,4.8,3.02
7796,1.6,Ideal,F,VS2,60.2,55.5,7.6,7.66,4.59
7797,0.46,Very Good,I,VS2,62.3,57.0,4.87,4.92,3.05
7798,0.72,Ideal,D,SI1,62.2,56.0,5.77,5.74,3.58
7799,0.3,Ideal,E,VS2,62.0,55.0,4.35,4.3,2.68
7800,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2
7801,1.0,Premium,I,SI2,62.6,56.0,6.4,6.34,3.99
7802,0.5,Ideal,E,SI1,59.7,62.0,5.16,5.19,3.09
7803,1.1,Very Good,F,VS2,60.6,58.0,6.67,6.77,4.07
7804,0.42,Very Good,E,VS2,61.9,59.0,4.75,4.81,2.96
7805,0.24,Very Good,F,VVS2,61.9,56.0,3.97,4.01,2.47
7806,0.71,Premium,D,VS2,62.4,59.0,5.73,5.68,3.56
7807,0.36,Premium,E,VS2,61.3,60.0,4.59,4.55,2.8
7808,0.38,Ideal,D,VS1,61.0,57.0,4.66,4.69,2.85
7809,0.54,Ideal,G,VVS2,61.0,56.0,5.25,5.3,3.22
7810,1.51,Good,F,SI1,64.2,57.0,7.09,7.2,4.59
7811,0.41,Very Good,D,SI1,59.2,62.0,4.82,4.85,2.86
7812,1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99
7813,0.3,Ideal,H,VVS2,61.9,54.5,4.31,4.35,2.68
7814,1.15,Premium,G,SI2,62.2,60.0,6.69,6.66,4.15
7815,1.0,Premium,F,VS2,62.5,54.0,6.33,6.3,3.95
7816,1.2,Ideal,I,VS2,62.5,56.0,6.66,6.74,4.19
7817,0.71,Ideal,F,VS1,61.3,56.0,5.69,5.75,3.51
7818,1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99
7819,1.01,Very Good,D,SI2,62.9,59.0,6.29,6.37,3.98
7820,0.44,Ideal,F,SI1,61.0,57.0,4.91,4.89,2.99
7821,1.01,Ideal,G,SI1,62.9,57.0,6.37,6.3,3.98
7822,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66
7823,0.74,Ideal,H,SI2,62.1,57.0,5.75,5.81,3.59
7824,0.51,Good,D,VS2,63.5,56.0,5.04,5.1,3.22
7825,0.7,Ideal,E,SI1,61.6,56.0,5.7,5.72,3.52
7826,0.58,Premium,G,VS1,59.9,58.0,5.49,5.37,3.25
7827,0.9,Very Good,E,VS2,61.3,58.0,6.16,6.23,3.8
7828,0.71,Ideal,G,VS2,62.5,56.0,5.67,5.72,3.56
7829,0.41,Ideal,E,VVS2,62.2,54.0,4.79,4.76,2.97
7830,0.7,Very Good,F,VS1,62.4,56.0,5.62,5.7,3.53
7831,0.41,Premium,F,SI1,61.8,58.0,4.75,4.76,2.94
7832,0.53,Ideal,F,SI1,62.6,55.0,5.17,5.22,3.25
7833,1.24,Premium,F,VS1,60.1,59.0,7.02,6.99,4.21
7834,0.31,Good,E,SI1,63.4,55.0,4.26,4.29,2.71
7835,1.67,Ideal,I,VS2,61.9,57.0,7.56,7.59,4.69
7836,0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31
7837,0.3,Premium,G,VVS2,61.2,58.0,4.34,4.32,2.65
7838,0.71,Good,H,SI1,63.1,57.0,5.61,5.65,3.55
7839,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62
7840,0.3,Ideal,D,SI1,61.0,58.0,4.32,4.33,2.64
7841,1.51,Good,D,SI2,62.1,60.0,7.25,7.3,4.52
7842,1.01,Fair,E,I1,64.5,54.0,6.31,6.22,4.03
7843,0.32,Premium,G,VVS1,61.9,58.0,4.39,4.36,2.71
7844,0.32,Ideal,D,VVS1,61.5,57.0,4.43,4.45,2.73
7845,2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07
7846,0.58,Good,E,SI1,59.3,64.0,5.48,5.42,3.23
7847,1.23,Good,D,I1,63.7,58.0,6.72,6.79,4.3
7848,0.5,Very Good,G,SI1,61.1,57.0,5.14,5.2,3.16
7849,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77
7850,0.71,Ideal,E,VS2,62.0,56.0,5.72,5.75,3.55
7851,1.01,Good,F,SI1,63.4,55.0,6.35,6.42,4.05
7852,1.51,Premium,H,SI2,60.2,59.0,7.43,7.33,4.44
7853,1.01,Premium,G,VS2,61.2,59.0,6.43,6.37,3.92
7854,0.41,Very Good,E,VS2,62.5,56.0,4.75,4.79,2.98
7855,2.21,Premium,I,SI1,61.1,59.0,8.42,8.37,5.13
7856,0.42,Premium,H,VVS1,62.0,58.0,4.79,4.82,2.98
7857,0.4,Very Good,H,VS1,62.6,58.0,4.68,4.71,2.94
7858,0.7,Very Good,E,VS1,61.9,61.0,5.59,5.65,3.48
7859,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21
7860,1.26,Premium,J,SI1,61.7,58.0,6.99,6.91,4.29
7861,0.41,Ideal,I,VVS1,61.8,55.0,4.79,4.76,2.95
7862,0.32,Premium,F,SI1,60.7,62.0,4.43,4.4,2.68
7863,1.09,Premium,G,VS1,60.2,61.0,6.71,6.64,4.02
7864,1.55,Ideal,F,SI1,61.3,56.0,7.45,7.49,4.58
7865,1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23
7866,0.36,Good,H,VS2,63.5,54.0,4.55,4.59,2.9
7867,1.22,Premium,F,VS2,62.3,57.0,6.84,6.8,4.25
7868,0.3,Premium,E,VS2,60.0,58.0,4.4,4.37,2.63
7869,0.31,Premium,I,VVS2,61.7,58.0,4.38,4.4,2.71
7870,0.9,Premium,E,SI2,63.0,57.0,6.08,6.05,3.82
7871,0.39,Premium,E,VVS1,60.7,58.0,4.73,4.69,2.86
7872,0.5,Ideal,H,SI1,62.2,57.0,5.07,5.09,3.16
7873,1.51,Ideal,G,VVS2,61.8,57.0,7.36,7.31,4.53
7874,0.52,Very Good,F,VS2,60.4,56.0,5.27,5.29,3.19
7875,0.54,Premium,E,VS1,61.3,56.0,5.27,5.23,3.22
7876,0.53,Ideal,G,VVS2,61.7,56.0,5.2,5.23,3.22
7877,0.27,Ideal,E,VVS2,62.2,55.0,4.17,4.12,2.58
7878,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18
7879,0.91,Premium,E,SI1,61.5,60.0,6.24,6.19,3.82
7880,0.32,Ideal,F,VS2,61.2,56.0,4.44,4.41,2.71
7881,1.01,Fair,J,VS2,65.8,55.0,6.29,6.24,4.12
7882,0.5,Very Good,E,VVS2,61.5,59.0,5.08,5.1,3.13
7883,2.02,Very Good,I,SI1,59.8,59.0,8.21,8.3,4.94
7884,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13
7885,1.52,Good,E,VS1,63.9,56.0,7.21,7.25,4.62
7886,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69
7887,0.4,Premium,H,VVS1,61.8,58.0,4.69,4.72,2.91
7888,0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27
7889,0.58,Ideal,F,VVS2,61.8,56.0,5.37,5.41,3.33
7890,0.9,Good,G,SI2,58.4,55.0,6.34,6.39,3.72
7891,1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0
7892,1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09
7893,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47
7894,0.32,Premium,H,IF,61.8,58.0,4.35,4.39,2.7
7895,0.36,Very Good,F,VVS2,61.6,55.0,4.58,4.6,2.83
7896,0.7,Ideal,I,VS1,62.4,56.0,5.66,5.68,3.54
7897,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82
7898,0.61,Ideal,D,VVS2,60.1,57.0,5.53,5.58,3.34
7899,1.11,Ideal,E,SI2,62.2,56.0,6.58,6.66,4.12
